timestamp,symbol,price,moving_average_5,volatility_5,return_pct
2024-08-12 17:31:57,SAGAUSDT,0.09401709401709013,,,
2024-08-12 17:31:59,SAGAUSDT,0.1794871794871824,,,0.7849230814972602
2024-08-12 17:32:00,SAGAUSDT,0.2820512820512704,,,0.8156388393087469
2024-08-12 17:32:00,SAGAUSDT,0.29059829059829667,,,0.6461893437720002
2024-08-12 17:32:02,SAGAUSDT,0.32478632478634495,0.16455696202530135,0.5590591615293291,0.6923634090971013
2024-08-12 17:32:03,SAGAUSDT,0.3076923076922924,0.21729957805905542,0.33375214658228963,0.6000207401399901
2024-08-12 17:32:04,SAGAUSDT,0.3076923076922924,0.24894514767930787,0.09774937805632629,0.6307967744752803
2024-08-12 17:32:05,SAGAUSDT,0.3846153846153868,0.2742616033755212,0.21392320595000916,0.7693053137404778
2024-08-12 17:32:07,SAGAUSDT,0.3846153846153868,0.29746835443035025,0.23250989201977867,0.6307967744752803
2024-08-12 17:32:07,SAGAUSDT,0.34188034188034067,0.30168776371306194,0.225928086182156,0.5538885309335108
2024-08-12 17:32:09,SAGAUSDT,0.34188034188034067,0.31012658227848533,0.1922564292137321,0.6307967744752803
2024-08-12 17:32:09,SAGAUSDT,0.35042735042736695,0.32067510548523614,0.1297954910613075,0.6461829715450647
2024-08-12 17:32:10,SAGAUSDT,0.37606837606838894,0.3185654008438803,0.11759897847651454,0.6769526360222365
2024-08-12 17:32:12,SAGAUSDT,0.37606837606838894,0.31645569620255287,0.10276538407543208,0.6307967744752803
2024-08-12 17:32:13,SAGAUSDT,0.32478632478634495,0.31223628691981276,0.1307605265868678,0.5385014254822991
2024-08-12 17:32:14,SAGAUSDT,0.32478632478634495,0.3080168776371295,0.15043311872280152,0.6307967744752803
2024-08-12 17:32:15,SAGAUSDT,0.32478632478634495,0.30168776371309036,0.16479122504051877,0.6307967744752803
2024-08-12 17:32:16,SAGAUSDT,0.23931623931622426,0.26793248945148207,0.28892907444223437,0.47691660279897374
2024-08-12 17:32:18,SAGAUSDT,0.24786324786325054,0.23628691983125805,0.2615210531725217,0.6461938985951421
2024-08-12 17:32:19,SAGAUSDT,0.17094017094018454,0.19831223628690964,0.3812291701341684,0.4922308580190261
2024-08-12 17:32:19,SAGAUSDT,0.1538461538461604,0.1561181434599348,0.4005276881401367,0.5999879395823884
2024-08-12 17:32:21,SAGAUSDT,0.1538461538461604,0.11392405063290312,0.2737350039760634,0.6307967744752803
2024-08-12 17:32:22,SAGAUSDT,0.13675213675213627,0.08860759493668979,0.2566686640758268,0.5999842907596097
2024-08-12 17:32:23,SAGAUSDT,0.18803418803418026,0.0738396624472557,0.11434676339467174,0.7232451746837019
2024-08-12 17:32:24,SAGAUSDT,0.19658119658120654,0.08016877637132325,0.14875224899879178,0.6461993679423859
2024-08-12 17:32:25,SAGAUSDT,0.2051282051282044,0.09282700421937307,0.17225157759797663,0.6461984561146762
2024-08-12 17:32:25,SAGAUSDT,0.26495726495724625,0.12025316455694224,0.26863534475963513,0.7386021639129828
2024-08-12 17:32:27,SAGAUSDT,0.2307692307692264,0.14345991561179972,0.18287234122832233,0.5692192108650826
2024-08-12 17:32:28,SAGAUSDT,0.12820512820510999,0.12869198312236563,0.2966581107942816,0.4460203495796122
2024-08-12 17:32:28,SAGAUSDT,0.19658119658120654,0.12869198312236563,0.2966581107942816,0.754068608757738
2024-08-12 17:32:30,SAGAUSDT,0.1538461538461604,0.11603375527423054,0.3257455038320323,0.5537883662781848
2024-08-12 17:32:31,SAGAUSDT,0.13675213675213627,0.08438818565400652,0.2542077379848183,0.5999842907596097
2024-08-12 17:32:32,SAGAUSDT,0.1538461538461604,0.06540084388186074,0.15455533726210496,0.6616129078780875
2024-08-12 17:32:32,SAGAUSDT,0.17094017094018454,0.07594936708861155,0.13266954036441536,0.6616092581909508
2024-08-12 17:32:33,SAGAUSDT,0.18803418803418026,0.0738396624472557,0.11434676339462142,0.661605609368201
2024-08-12 17:32:35,SAGAUSDT,0.16239316239315826,0.07594936708858313,0.11212622651267198,0.5845889940739347
2024-08-12 17:32:36,SAGAUSDT,0.16239316239315826,0.08227848101265067,0.07604770679929938,0.6307967744752803
2024-08-12 17:32:37,SAGAUSDT,0.16239316239315826,0.08438818565400652,0.06538026329766092,0.6307967744752803
2024-08-12 17:32:39,SAGAUSDT,0.18803418803418026,0.08860759493671821,0.08239561252359814,0.6770127632696549
2024-08-12 17:32:40,SAGAUSDT,0.1794871794871824,0.08649789029539079,0.07091485224656136,0.6153941810081747
2024-08-12 17:32:41,SAGAUSDT,0.13675213675213627,0.08016877637132325,0.11544101572774931,0.5537792474613021
2024-08-12 17:32:41,SAGAUSDT,0.14529914529916255,0.07594936708858313,0.1278435679781316,0.6462048411766839
2024-08-12 17:32:43,SAGAUSDT,0.17094017094018454,0.0780590717299674,0.12979549106280103,0.6770182371519975
2024-08-12 17:32:45,SAGAUSDT,0.18803418803418026,0.0780590717299674,0.12979549106280103,0.661605609368201
2024-08-12 17:32:45,SAGAUSDT,0.19658119658120654,0.08227848101265067,0.15291978501599016,0.6461993679423859
2024-08-12 17:32:46,SAGAUSDT,0.19658119658120654,0.09704641350211318,0.12784356797808547,0.6307967744752803
2024-08-12 17:32:47,SAGAUSDT,0.19658119658120654,0.10970464135021984,0.06538026329767319,0.6307967744752803
2024-08-12 17:32:49,SAGAUSDT,0.21367521367520226,0.12025316455694224,0.05493040835225214,0.66160013775413
2024-08-12 17:32:50,SAGAUSDT,0.2307692307692264,0.13080168776369305,0.08970098121141303,0.6615964910909895
